POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
625,Jonny Bairstow,6,3,200,1,0,CSK,Wankhede Stadium,25 April 2022
626,Rashid Khan,19,6,316.66,1,2,RCB,Wankhede Stadium,19 May 2022
627,Wriddhiman Saha,5,7,71.42,1,0,RR,Narendra Modi Stadium,29 May 2022
628,Wriddhiman Saha,5,11,45.45,1,0,LSG,Maharashtra Cricket Association Stadium,10 May 2022
629,Fabian Allen,8,7,114.28,1,0,LSG,Brabourne - CCI,16 April 2022
630,Aiden Markram,12,8,150,1,0,GT,DY Patil Stadium,11 April 2022
631,Aiden Markram,21,27,77.77,1,1,RCB,Wankhede Stadium,08 May 2022
632,Dwaine Pretorius,13,8,162.5,1,1,RCB,Maharashtra Cricket Association Stadium,04 May 2022
633,Rassie van der Dussen,4,4,100,1,0,LSG,Wankhede Stadium,10 April 2022
634,Rassie van der Dussen,12,10,120,1,0,DC,DY Patil Stadium,11 May 2022
635,Rovman Powell,43,34,126.47,1,4,MI,Wankhede Stadium,21 May 2022
636,Rovman Powell,33,16,206.25,1,3,KKR,Wankhede Stadium,28 April 2022
637,Bhanuka Rajapaksa,9,7,128.57,1,0,LSG,Maharashtra Cricket Association Stadium,29 April 2022
638,Bhanuka Rajapaksa,4,5,80,1,0,DC,DY Patil Stadium,16 May 2022
639,Wanindu Hasaranga,4,3,133.33,1,0,KKR,DY Patil Stadium,30 March 2022
640,Wanindu Hasaranga,8,19,42.1,1,0,SRH,Brabourne - CCI,23 April 2022
641,Shahbaz Ahmed,7,12,58.33,1,0,SRH,Brabourne - CCI,23 April 2022
642,Shahbaz Ahmed,26,22,118.18,1,0,LSG,DY Patil Stadium,19 April 2022
643,Shahbaz Ahmed,12,8,150,1,1,RR,Narendra Modi Stadium,27 May 2022
644,Yashasvi Jaiswal,22,16,137.5,1,2,GT,Narendra Modi Stadium,29 May 2022
645,Yashasvi Jaiswal,19,19,100,1,1,DC,DY Patil Stadium,11 May 2022
646,Yashasvi Jaiswal,21,13,161.53,1,2,RCB,Narendra Modi Stadium,27 May 2022
647,Anuj Rawat,12,16,75,1,0,CSK,DY Patil Stadium,12 April 2022
648,Anuj Rawat,4,5,80,1,0,LSG,DY Patil Stadium,19 April 2022
649,Kartik Tyagi,7,5,140,1,0,DC,Brabourne - CCI,05 May 2022
650,Lalit Yadav,24,21,114.28,1,1,PBKS,DY Patil Stadium,16 May 2022
651,Lalit Yadav,22,29,75.86,1,1,KKR,Wankhede Stadium,28 April 2022
652,Mohsin Khan,9,7,128.57,1,0,RR,Brabourne - CCI,15 May 2022
653,Mohsin Khan,13,6,216.66,1,1,PBKS,Maharashtra Cricket Association Stadium,29 April 2022
654,Daniel Sams,5,3,166.66,1,0,CSK,DY Patil Stadium,21 April 2022
655,Matthew Wade,6,7,85.71,1,0,PBKS,Brabourne - CCI,08 April 2022
656,Venkatesh Iyer,6,13,46.15,1,0,SRH,Brabourne - CCI,15 April 2022
657,Venkatesh Iyer,10,14,71.42,1,0,RCB,DY Patil Stadium,30 March 2022
658,Venkatesh Iyer,18,8,225,1,2,DC,Brabourne - CCI,10 April 2022
659,Venkatesh Iyer,7,6,116.66,1,0,SRH,Maharashtra Cricket Association Stadium,14 May 2022
660,Shahrukh Khan,26,28,92.85,1,2,SRH,DY Patil Stadium,17 April 2022
661,Shahrukh Khan,24,20,120,1,2,RCB,DY Patil Stadium,27 March 2022
662,Rajat Patidar,26,21,123.8,1,2,PBKS,Brabourne - CCI,13 May 2022
663,Rajat Patidar,21,15,140,1,1,CSK,Maharashtra Cricket Association Stadium,04 May 2022
664,Suyash S Prabhudessai,15,20,75,1,0,SRH,Brabourne - CCI,23 April 2022
665,Suyash S Prabhudessai,6,5,120,1,0,DC,Wankhede Stadium,16 April 2022
666,Devon Conway,16,14,114.28,1,1,RR,Brabourne - CCI,20 May 2022
667,Dushmantha Chameera,11,4,275,1,1,RCB,Eden Gardens,25 May 2022
668,Rajangad Bawa,11,13,84.61,1,0,KKR,Wankhede Stadium,01 April 2022
669,Dewald Brevis,8,11,72.72,1,0,RCB,Maharashtra Cricket Association Stadium,09 April 2022
670,Dewald Brevis,37,33,112.12,1,3,DC,Wankhede Stadium,21 May 2022
671,Odean Smith,25,8,312.5,1,3,RCB,DY Patil Stadium,27 March 2022
672,Mukesh Choudhary,4,4,100,1,0,MI,Wankhede Stadium,12 May 2022
673,Sai Sudharsan,14,11,127.27,1,1,MI,Brabourne - CCI,06 May 2022
674,Aman Khan,5,3,166.66,1,0,SRH,Brabourne - CCI,15 April 2022
675,Abhijeet Tomar,4,8,50,1,0,LSG,DY Patil Stadium,18 May 2022
676,Ayush Badoni,10,3,333.33,1,1,DC,DY Patil Stadium,07 April 2022
677,Ayush Badoni,8,11,72.72,1,0,GT,Maharashtra Cricket Association Stadium,10 May 2022
678,Karan Sharma,4,4,100,1,0,GT,Maharashtra Cricket Association Stadium,10 May 2022
679,Ramandeep Singh,14,6,233.33,1,1,SRH,Wankhede Stadium,17 May 2022
680,Tilak Varma,21,17,123.52,1,1,DC,Wankhede Stadium,21 May 2022
681,Tilak Varma,35,30,116.66,1,2,RR,DY Patil Stadium,30 April 2022
682,Tilak Varma,8,9,88.88,1,0,SRH,Wankhede Stadium,17 May 2022
683,Tilak Varma,6,5,120,1,0,KKR,DY Patil Stadium,09 May 2022
684,Rishi Dhawan,5,2,250,1,0,RR,Wankhede Stadium,07 May 2022
685,Prerak Mankad,4,1,400,1,0,SRH,Wankhede Stadium,22 May 2022
686,Jitesh Sharma,23,11,209.09,1,2,GT,Brabourne - CCI,08 April 2022
